spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,RS6; Rowledy Shoals,-17.64005,,,118.966681,,,2008,1,Cm_B102,0,44,4,0.64,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,RS6; Rowledy Shoals,-17.64005,,,118.966681,,,2008,1,Cm_D103,0,44,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL1; Scott Reef,-14.057946,,,121.950351,,,2008,1,Cm_B117,0,49,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL1; Scott Reef,-14.057946,,,121.950351,,,2008,1,Cm_D006,0,49,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL1; Scott Reef,-14.057946,,,121.950351,,,2008,1,Cm_B102,0,49,4,0.53,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL1; Scott Reef,-14.057946,,,121.950351,,,2008,1,Cm_D103,0,49,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL3; Scott Reef,-14.055458,,,121.763814,,,2008,1,Cm_B117,0,41,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL3; Scott Reef,-14.055458,,,121.763814,,,2008,1,Cm_D006,0,41,4,0.93,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL3; Scott Reef,-14.055458,,,121.763814,,,2008,1,Cm_B102,0,41,4,0.62,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL3; Scott Reef,-14.055458,,,121.763814,,,2008,1,Cm_D103,0,41,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL4; Scott Reef,-14.011164,,,121.839065,,,2008,1,Cm_B007,0,50,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL4; Scott Reef,-14.011164,,,121.839065,,,2008,1,Cm_B117,0,50,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL4; Scott Reef,-14.011164,,,121.839065,,,2008,1,Cm_D006,0,50,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL4; Scott Reef,-14.011164,,,121.839065,,,2008,1,Cm_B102,0,50,4,0.6,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SL4; Scott Reef,-14.011164,,,121.839065,,,2008,1,Cm_D103,0,50,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS1; Scott Reef,-14.071012,,,121.976509,,,2008,1,Cm_B117,0,49,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS1; Scott Reef,-14.071012,,,121.976509,,,2008,1,Cm_D006,0,49,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS1; Scott Reef,-14.071012,,,121.976509,,,2008,1,Cm_B102,0,49,4,0.62,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS1; Scott Reef,-14.071012,,,121.976509,,,2008,1,Cm_D103,0,49,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS2; Scott Reef,-13.920356,,,121.915407,,,2008,1,Cm_B117,0,37,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS2; Scott Reef,-13.920356,,,121.915407,,,2008,1,Cm_D006,0,37,4,0.92,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS2; Scott Reef,-13.920356,,,121.915407,,,2008,1,Cm_B102,0,37,4,0.66,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS2; Scott Reef,-13.920356,,,121.915407,,,2008,1,Cm_D103,0,37,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS3; Scott Reef,-13.630155,,,122.023309,,,2008,1,Cm_B117,0,32,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS3; Scott Reef,-13.630155,,,122.023309,,,2008,1,Cm_D006,0,32,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS3; Scott Reef,-13.630155,,,122.023309,,,2008,1,Cm_B102,0,32,4,0.64,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS3; Scott Reef,-13.630155,,,122.023309,,,2008,1,Cm_D103,0,32,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS4; Scott Reef,-13.680197,,,122.057133,,,2008,1,Cm_B117,0,45,4,0.96,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS4; Scott Reef,-13.680197,,,122.057133,,,2008,1,Cm_D006,0,45,4,0.95,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS4; Scott Reef,-13.680197,,,122.057133,,,2008,1,Cm_B102,0,45,4,0.67,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Chromis margaritifer ,Bicolor chromis,"Jim N. Underwood et al. (2012) Ecology and Evolution, 2: 666-679",0,Australia,SS4; Scott Reef,-13.680197,,,122.057133,,,2008,1,Cm_D103,0,45,4,0.94,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Coris bulbifrons,Doubleheader,Martin H. van der Meer et al. (2012) Conservation Genet Resour 5:363–366,1,Australia,Lord Howe Island,-31.547066,,,159.072267,,,,1,Cb8 2B,0,37,4,0.442,,Used Google Maps and site name to find coordinates
Coris bulbifrons,Doubleheader,Martin H. van der Meer et al. (2012) Conservation Genet Resour 5:363–366,1,Australia,Lord Howe Island,-31.547066,,,159.072267,,,,1,Cb11 2C,0,37,4,0.335,,Used Google Maps and site name to find coordinates
Coris bulbifrons,Doubleheader,Martin H. van der Meer et al. (2012) Conservation Genet Resour 5:363–366,1,Australia,Lord Howe Island,-31.547066,,,159.072267,,,,1,Cb12 1D,0,37,4,0.219,,Used Google Maps and site name to find coordinates
Coris bulbifrons,Doubleheader,Martin H. van der Meer et al. (2012) Conservation Genet Resour 5:363–366,1,Australia,Lord Howe Island,-31.547066,,,159.072267,,,,1,Cb26 5A,0,37,4,0.126,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Am10,0,25,4,0.756,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Am12,0,22,4,0.789,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Am14,0,25,4,0.806,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Am15,0,20,4,0.845,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Am17,0,15,4,0.784,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am10,0,33,4,0.69,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am11,0,33,4,0.779,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am12,0,32,4,0.833,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am14,0,28,4,0.849,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am15,0,23,4,0.83,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am17,0,28,4,0.824,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am18,0,31,4,0.779,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Am19,0,23,4,0.847,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am10,0,33,4,0.69,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am11,0,33,4,0.779,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am12,0,32,4,0.833,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am14,0,28,4,0.849,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am15,0,23,4,0.83,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am17,0,28,4,0.824,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am18,0,31,4,0.779,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Am19,0,23,4,0.847,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am10,0,30,4,0.635,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am11,0,29,4,0.782,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am12,0,28,4,0.833,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am14,0,28,4,0.763,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am15,0,27,4,0.875,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am17,0,27,4,0.823,,Used Google Maps and site name to find coordinates
Amphiprion mccullochi,Whitesnout anemonefish,Martin H. van der Meer et al. (2012) PLoS ONE 7(11): e49660 ,0,Australia,LHIL: Lord Howe Island Lagoon,-31.535105,,,159.066313,,,,1,Am19,0,27,4,0.853,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct2,0,19,4,0.514,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct3,0,19,4,0.357,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct5,0,20,4,0.681,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct7,0,20,4,0.764,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct8,0,20,4,0.625,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct9,0,28,4,0.679,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct10,0,24,4,0.588,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct11,0,16,4,0.752,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct12,0,26,4,0.577,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct13,0,21,4,0.864,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct14,0,26,4,0.702,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct16,0,24,4,0.577,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct17,0,18,4,0.702,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,ER: Elizabeth Reef,-29.947218,,,159.071477,,,,1,Ct18,0,25,4,0.473,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct2,0,30,4,0.383,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct3,0,24,4,0.444,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct5,0,24,4,0.694,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct7,0,28,4,0.654,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct8,0,30,4,0.654,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct9,0,27,4,0.628,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct10,0,29,4,0.499,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct11,0,30,4,0.767,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct12,0,30,4,0.563,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct13,0,24,4,0.778,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct14,0,28,4,0.736,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct17,0,28,4,0.719,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,MR: Middleton Reef,-29.45198,,,159.092087,,,,1,Ct18,0,28,4,0.339,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct2,0,22,4,0.501,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct3,0,17,4,0.372,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct4,0,23,4,0.602,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct7,0,22,4,0.791,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct8,0,22,4,0.569,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct9,0,24,4,0.595,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct10,0,20,4,0.471,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct11,0,24,4,0.708,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct12,0,21,4,0.602,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct13,0,17,4,0.785,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct14,0,24,4,0.739,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct16,0,21,4,0.541,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct17,0,22,4,0.723,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,LHI: Lord Howe Island,-31.552884,,,159.061608,,,,1,Ct18,0,24,4,0.433,,Used Google Maps and site name to find coordinates
