"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength"
"1737","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Hakata Island",34.214879,133.091874,NA,"2011","control region",14,"458",0.956,NA,0.0179,NA,"mtdna102",36.2
"1738","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Hyogo",34.749083,134.706661,NA,"2015","control region",24,"458",0.8587,NA,0.0098,NA,"mtdna102",36.2
"1739","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Iki Island",33.795724,129.712759,NA,"2012","control region",21,"458",0.9571,NA,0.0239,NA,"mtdna102",36.2
"1740","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Ishikawa",36.657932,136.389593,NA,"2012","control region",10,"458",0.8667,NA,0.0224,NA,"mtdna102",36.2
"1741","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Kochi",33.358191,133.371119,NA,"2012","control region",23,"458",0.9368,NA,0.0251,NA,"mtdna102",36.2
"1742","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Niigata",37.921036,138.983031,NA,"2015","control region",15,"458",0.9238,NA,0.0156,NA,"mtdna102",36.2
"1743","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Shizuoka",34.935802,138.475934,NA,"2012","control region",12,"458",0.9848,NA,0.0224,NA,"mtdna102",36.2
"1744","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Tottori",35.54361,134.087662,NA,"2015","control region",24,"458",0.9783,NA,0.0224,NA,"mtdna102",36.2
"1745","Sebastiscus marmoratus","False kelpfish","Liu et al. 2019 ZooKeys 830:127-144","Japan","Yokosuka",35.279732,139.71197,NA,"2011","control region",22,"458",0.974,NA,0.0229,NA,"mtdna102",36.2
"1746","Selar crumenophthalmus","Bigeye scad","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Indonesia","Indonesia",1.477665,124.8171,NA,"","D-loop",50,"364",0.0675,0.0095,0.005108,5e-04,"mtdna102",70
"1747","Selar crumenophthalmus","Bigeye scad","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Malaysia","Malaysia",6.878104,116.836371,NA,"","D-loop",50,"364",0.0641,0.0091,0.005482,5e-04,"mtdna102",70
"1748","Selar crumenophthalmus","Bigeye scad","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Palawan",9.59959,118.344876,NA,"","D-loop",49,"364",0.7432,0.01,0.005425,5e-04,"mtdna102",70
"1749","Selar crumenophthalmus","Bigeye scad","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Tawi-Tawi",5.242868,119.96642,NA,"","D-loop",37,"364",0.0678,0.0111,0.005318,6e-04,"mtdna102",70
"1750","Selar crumenophthalmus","Bigeye scad","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Zamboanga",6.925259,122.047269,NA,"","D-loop",38,"364",0.7255,0.013,0.004831,5e-04,"mtdna102",70
"1751","Seriola dumerili","Greater amberjack","äegvi?-Bubi? et al. 2016 Fisheries Research 179:271-279","Spain","Santa Cruz de Tenerife",28.458269,-16.245823,NA,"","cytb, 16S",5,"987",0.71,NA,NA,NA,"mtdna102",190
"1752","Seriola lalandi","Yellowtail amberjack","Sep˙lveda & Gonz·lez 2017 Journal of Fish Biology 90:249-264","Chile","Antofagasta",-23.630241,-70.42636,NA,"2013","cytochrome c oxidase subunit I",45,"674",0.43,0.01342,0.001,4.47e-05,"mtdna102",250
"1753","Seriola lalandi","Yellowtail amberjack","Sep˙lveda & Gonz·lez 2017 Journal of Fish Biology 90:249-264","Chile","ChaÒaral",-26.346308,-70.631411,NA,"2012","cytochrome c oxidase subunit I",33,"674",0.68,0.01393,0.0019,5.22e-05,"mtdna102",250
"1754","Seriola lalandi","Yellowtail amberjack","Sep˙lveda & Gonz·lez 2017 Journal of Fish Biology 90:249-264","Chile","Coquimbo",-29.943517,-71.32444,NA,"2014","cytochrome c oxidase subunit I",30,"674",0.19,0.01643,4e-04,3.65e-05,"mtdna102",250
"1755","Seriola lalandi","Yellowtail amberjack","Sep˙lveda & Gonz·lez 2017 Journal of Fish Biology 90:249-264","Chile","Juan Fern·ndez Archipelago",-33.659423,-78.935932,NA,"2014","cytochrome c oxidase subunit I",30,"674",0.07,0.01095,1e-04,8.3e-05,"mtdna102",250
"1756","Seriola rivoliana","Longfin yellowtail","äegvi?-Bubi? et al. 2016 Fisheries Research 179:271-279","Portugal","Azores",38.390493,-27.877794,NA,"","cytb, 16S",11,"987",0.79,NA,NA,NA,"mtdna102",160
"1757","Seriolella brama","Common warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","ETas",-43,148,"WAREHOUESE","","control region",53,"389",0.967,NA,0.021,NA,"mtdna101",76
"1758","Seriolella brama","Common warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","EVic",-37,150,"WAREHOUESE","","control region",38,"389",0.929,NA,0.018,NA,"mtdna101",76
"1759","Seriolella brama","Common warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","WVic",-39,142,"WAREHOUESE","","control region",47,"389",0.953,NA,0.017,NA,"mtdna101",76
"1760","Seriolella punctata","Silver warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","EVic",-37,150,"WAREHOUESE","","control region",20,"403",0.995,NA,0.024,NA,"mtdna101",66
"1761","Seriolella punctata","Silver warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","WVic",-39,142,"WAREHOUESE","","control region",43,"403",0.937,NA,0.024,NA,"mtdna101",66
"1762","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","China","Hong Kong",22.39,114.41,NA,"","cytb",27,"350",0.812,NA,0.007,NA,"mtdna101",40
"1763","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Bantayan Island",11.22,123.7,NA,"","cytb",30,"350",0.949,NA,0.005,NA,"mtdna101",40
"1764","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Boliao",16.36,119.87,NA,"","cytb",25,"350",0.837,NA,0.005,NA,"mtdna101",40
"1765","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Camarines Norte",14.05,123.44,NA,"","cytb",19,"350",0.947,NA,0.014,NA,"mtdna101",40
"1766","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Catanduanes",13.59,124.4,NA,"","cytb",25,"350",0.937,NA,0.005,NA,"mtdna101",40
"1767","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Coron",11.61,120.04,NA,"","cytb",26,"350",0.908,NA,0.004,NA,"mtdna101",40
"1768","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Currimao",17.67,120.3,NA,"","cytb",25,"350",0.92,NA,0.014,NA,"mtdna101",40
"1769","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Davao",7.21,125.75,NA,"","cytb",20,"350",0.742,NA,0.004,NA,"mtdna101",40
"1770","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Dipolog",8.7,123.5,NA,"","cytb",24,"350",0.837,NA,0.004,NA,"mtdna101",40
"1771","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Mati",6.85,126.35,NA,"","cytb",22,"350",0.814,NA,0.004,NA,"mtdna101",40
"1772","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Morong",14.79,119.97,NA,"","cytb",24,"350",0.949,NA,0.014,NA,"mtdna101",40
"1773","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Padre Burgos",13.85,121.6,NA,"","cytb",25,"350",0.943,NA,0.006,NA,"mtdna101",40
"1774","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Panglao Island",9.56,123.8,NA,"","cytb",20,"350",0.863,NA,0.005,NA,"mtdna101",40
"1775","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Patnanungan Island",14.71,122.13,NA,"","cytb",25,"350",0.91,NA,0.012,NA,"mtdna101",40
"1776","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Puerto Princesa",9.93,118.87,NA,"","cytb",25,"350",0.967,NA,0.004,NA,"mtdna101",40
"1777","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Samar",11.06,125.79,NA,"","cytb",23,"350",0.921,NA,0.004,NA,"mtdna101",40
"1778","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Siay",7.64,122.57,NA,"","cytb",19,"350",0.462,NA,0.002,NA,"mtdna101",40
"1779","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Sta. Ana, Cagayan",18.79,122.3,NA,"","cytb",19,"350",0.942,NA,0.008,NA,"mtdna101",40
"1780","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Surigao",9.42,126.15,NA,"","cytb",25,"350",0.713,NA,0.004,NA,"mtdna101",40
"1781","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","China","Pingtung, Taiwan",22.456759,120.433426,NA,"2007.5","tRNAThr to control region",51,"451",0.766,0.00742,0.017,0.00126,"mtdna101",42
"1782","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Japan","Ishigaki",24.36386,124.285379,NA,"2005.5","tRNAThr to control region",53,"451",0.913,0.00316,0.021,0.00151,"mtdna101",42
"1783","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Japan","Miyako",24.728444,125.491978,NA,"2006","tRNAThr to control region",42,"451",0.964,0.00185,0.02,0.0017,"mtdna101",42
"1784","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Japan","Okinawa",26.439722,128.068735,NA,"2005","tRNAThr to control region",56,"451",0.878,0.00428,0.016,0.0012,"mtdna101",42
"1785","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Philippines","Cebu",10.347451,124.005367,NA,"2007","tRNAThr to control region",52,"451",0.97,0.00153,0.017,0.00125,"mtdna101",42
"1786","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Ishigaki Island",24.4,124.3,NA,"2006","control region",54,"461",0.9161,0.002993821,0.0199,0.001360828,"mtdna101",42
"1787","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Miyako Island",24.8,125.5,NA,"2006","control region",42,"461",0.964,0.00185164,0.0192,0.001543034,"mtdna101",42
"1788","Siganus guttatus","Orange-spotted spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Okinawa Island",26,127.6,NA,"2005","control region",56,"461",0.8766,0.00427618,0.0151,0.001069045,"mtdna101",42
"1789","Siganus spinus","Little spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Ishigaki Island",24.4,124.3,NA,"2006","control region",34,"461",0.8984,0.004973459,0.0059,0.000685994,"mtdna101",28
"1790","Siganus spinus","Little spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Okinawa Island",26,127.6,NA,"2006","control region",35,"461",0.9244,0.00405674,0.0063,0.000676123,"mtdna101",28
"1791","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Beibu Bay",20.7833333333333,108.716666666667,NA,"2016","control region",29,"414",0.993,NA,0.026,NA,"mtdna102",30
"1792","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Jiaonan",35.65,120.083333333333,NA,"2015","control region",28,"414",0.998,NA,0.031,NA,"mtdna102",30
"1793","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Jimo",36.25,120.783333333333,NA,"2014","control region",20,"414",1,NA,0.03,NA,"mtdna102",30
"1794","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Laizhou Bay",37.5333333333333,119.116666666667,NA,"2014","control region",24,"414",0.996,NA,0.026,NA,"mtdna102",30
"1795","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Laoshantou",36.25,120.8,NA,"2015","control region",14,"414",0.989,NA,0.024,NA,"mtdna102",30
"1796","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Longkou",37.55,120.25,NA,"2014","control region",8,"414",1,NA,0.031,NA,"mtdna102",30
"1797","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Rushan",36.8333333333333,121.783333333333,NA,"2016","control region",28,"414",0.995,NA,0.03,NA,"mtdna102",30
"1798","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Shantou",23.2666666666667,116.85,NA,"2015","control region",18,"414",1,NA,0.032,NA,"mtdna102",30
"1799","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Xiamen",24.1833333333333,118.416666666667,NA,"2014","control region",27,"414",0.997,NA,0.03,NA,"mtdna102",30
"1800","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","China","Zhoushan",30.4,122.35,NA,"2016","control region",50,"414",0.999,NA,0.028,NA,"mtdna102",30
"1801","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","Japan","Awaji Island",34.4666666666667,135.216666666667,NA,"2015","control region",26,"414",0.997,NA,0.03,NA,"mtdna102",30
"1802","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","Japan","Ise Bay",34.75,136.783333333333,NA,"2013","control region",26,"414",0.997,NA,0.036,NA,"mtdna102",30
"1803","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","Japan","Tokyo Bay",35.2,139.55,NA,"2014","control region",30,"414",0.991,NA,0.029,NA,"mtdna102",30
"1804","Sillago japonica","Japanese sillago","Gao et al. 2019 Mitochondrial DNA Part A 30:172-183","South Korea","Pushan",37.8166666666667,129.2,NA,"2016","control region",18,"414",0.974,NA,0.03,NA,"mtdna102",30
"1805","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Bay of Biscay BISB07",45.6,-1.4,"SOLEVIII","2007","cytb",5,"590",0.9,0.072,0.0041,0.000523,"mtdna101",70
"1806","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Bay of Biscay BISC07",46.3333333333333,-1.88333333333333,"SOLEVIII","2007","cytb",26,"590",0.754,0.0177,0.0041,0.000143,"mtdna101",70
"1807","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Celtic Sea CEL08",50.8166666666667,-5.01666666666667,"SOLECS","2008","cytb",44,"590",0.813,0.00799,0.0031,6.9e-05,"mtdna101",70
"1808","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","English Channel ENG08",50.7816666666667,1.48444444444444,"SOLEVIId","2008","cytb",48,"590",0.778,0.00866,0.0053,9.2e-05,"mtdna101",70
"1809","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Irish Sea",52.2166666666667,-5.33333333333333,"SOLEIS","2008","cytb",44,"590",0.794,0.00965,0.0048,9.5e-05,"mtdna101",70
"1810","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Kagerrak",58.1619444444444,9.50888888888889,"SOLEIIIa","2007","cytb",32,"590",0.95,0.00336,0.0066,9.9e-05,"mtdna101",70
"1811","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Kattegat KATB07",56.4252777777778,12.1891666666667,"SOLEIIIa","2007","cytb",39,"590",0.825,0.00817,0.0061,9.5e-05,"mtdna101",70
"1812","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08f",51.3538888888889,2.74583333333333,"SOLENS","2008","cytb",52,"590",0.853,0.0061,0.0055,7.1e-05,"mtdna101",70
"1813","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08j",51.3894444444444,3.16694444444444,"SOLENS","2008","cytb",27,"590",0.84,0.0114,0.0039,0.000144,"mtdna101",70
"1814","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08s",51.3894444444444,3.16694444444444,"SOLENS","2008","cytb",45,"590",0.782,0.00969,0.0047,1e-04,"mtdna101",70
"1815","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea GER07",54.52,7.88972222222222,"SOLENS","2007","cytb",31,"590",0.815,0.0119,0.0044,0.000145,"mtdna101",70
"1816","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea NOR08",53.0194444444444,1.56722222222222,"SOLENS","2008","cytb",23,"590",0.806,0.0165,0.0055,0.000167,"mtdna101",70
"1817","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea THA07j",51.4722222222222,1.33333333333333,"SOLENS","2007","cytb",17,"590",0.875,0.0218,0.0036,0.000206,"mtdna101",70
"1818","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea THA08",51.4722222222222,1.33333333333333,"SOLENS","2008","cytb",57,"590",0.751,0.00795,0.0043,8.2e-05,"mtdna101",70
"1819","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Scheldt estuary ZAN07",51.3972222222222,4.11638888888889,"SOLENS","2007","cytb",30,"590",0.871,0.00931,0.0049,0.000141,"mtdna101",70
"1820","Solea solea","Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Wadden Sea TEX07",52.9666666666667,4.085,"SOLENS","2007","cytb",48,"590",0.795,0.00808,0.0045,9e-05,"mtdna101",70
"1821","Somniosus rostratus","Little sleeper shark","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",4,"990",0.5,0.265,5e-04,6e-04,"mtdna103",143
"1822","Sparus aurata","Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","France","France",45.800263,-1.441997,NA,"2007","control region",20,"494",0.742,NA,0.0024,NA,"mtdna101",70
"1823","Sparus aurata","Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","Ireland","Ireland",52.120047,-6.45999,NA,"2007","control region",16,"494",0.8,NA,0.0026,NA,"mtdna101",70
"1824","Sparus aurata","Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","Portugal","Portugal",38.1166666666667,-9.01888888888889,NA,"2007","control region",20,"494",0.668,NA,0.00181,NA,"mtdna101",70
"1825","Sparus aurata","Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","Spain","Spain",36.508689,-6.309368,NA,"2007","control region",20,"494",0.647,NA,0.00176,NA,"mtdna101",70
"1826","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","CLM",7.15,134.35,NA,"","control region",30,"824",0.067,NA,8e-05,NA,"mtdna101",10
"1827","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","CMR",7.5,134.49,NA,"","control region",24,"824",0.815,NA,0.00198,NA,"mtdna101",10
"1828","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","JFL",7.15,134.3,NA,"","control region",26,"824",0.219,NA,0.00063,NA,"mtdna101",10
"1829","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","JFOS",7.16,134.37,NA,"","control region",25,"824",0.423,NA,0.00103,NA,"mtdna101",10
"1830","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","NLK",7.31,134.49,NA,"","control region",26,"824",0.465,NA,0.00113,NA,"mtdna101",10
"1831","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","PPE",7.05,134.26,NA,"","control region",26,"824",0.526,NA,0.00147,NA,"mtdna101",10
"1832","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Australia","Broome",-17.1516666666667,122.034166666667,NA,"","cytb",11,"629",0.62,0.0494,0.0031,0.000633,"mtdna101",200
"1833","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Australia","Great Barrier Reef",-18.0355555555556,147.116666666667,NA,"","cytb",6,"629",0.8,0.0702,0.0027,0.000816,"mtdna101",200
"1834","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Bahamas","Bimini",25.1175,-79.0347222222222,NA,"","cytb",52,"629",0.77,0.0047,0.006,0.000471,"mtdna101",200
"1835","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Guam","Mariana Islands",17,146,NA,"","cytb",26,"629",0.52,0.0224,0.0027,0.000353,"mtdna101",200
"1836","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Indian Ocean","Seychelles",-4.10027777777778,55.0680555555556,NA,"","cytb",52,"629",0.27,0.0105,8e-04,0.000111,"mtdna101",200
"1837","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Panama","San Blas",9.08527777777778,-78.1338888888889,NA,"","cytb",17,"629",0.7,0.0119,0.0014,0.000291,"mtdna101",200
"1838","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","USA","Hawaii",21.0502777777778,-157.119166666667,NA,"","cytb",43,"629",0.66,0.0093,0.0019,0.000213,"mtdna101",200
"1839","Sphyraena barracuda","Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","USA","Virgin Islands",18.0513888888889,-64.1508333333333,NA,"","cytb",6,"629",0.6,0.0878,0.0014,0.000531,"mtdna101",200
"1840","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Argentario",42.380348,11.115586,NA,"2012","cytb",5,"1057",0.9,NA,NA,NA,"mtdna102",128
"1841","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Argentario",42.380348,11.115586,NA,"2012","control region",5,"",0.733,NA,NA,NA,"mtdna102",128
"1842","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Cagliari",39.200911,9.102282,NA,"2012","cytb",5,"1057",0.9,NA,NA,NA,"mtdna102",128
"1843","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Civitavecchia",42.087012,11.786588,NA,"2012","cytb",8,"1057",0.857143,NA,NA,NA,"mtdna102",128
"1844","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Elba Island",42.79672,10.1922278,NA,"2012","cytb",4,"1057",1,NA,NA,NA,"mtdna102",128
"1845","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Elba Island",42.79672,10.1922278,NA,"2012","control region",4,"",0.667,NA,NA,NA,"mtdna102",128
"1846","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Gallipoli",40.347741,26.496889,NA,"2012","cytb",4,"1057",1,NA,NA,NA,"mtdna102",128
"1847","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Otranto",40.148706,18.49032,NA,"2012","cytb",7,"1057",0.904762,NA,NA,NA,"mtdna102",128
"1848","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Otranto",40.148706,18.49032,NA,"2012","control region",7,"",0.285714,NA,NA,NA,"mtdna102",128
"1849","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Siracusa",37.073939,15.298018,NA,"2012","control region",6,"",0.333,NA,NA,NA,"mtdna102",128
"1850","Sphyraena viridensis","Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Siracusa",37.073939,15.298018,NA,"2012","cytb",6,"1057",1,NA,NA,NA,"mtdna102",128
"1851","Sphyrna lewini","Scalloped hammerhead","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Michoacíçn",17.0841666666667,-102.016666666667,NA,"2002","control region",20,NA,0.38,NA,0.002,NA,"mtdna101",430
"1852","Sphyrna lewini","Scalloped hammerhead","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Nayarit",21.0505555555556,-105.034722222222,NA,"2002","control region",30,NA,0.44,NA,0.002,NA,"mtdna101",430
"1853","Sphyrna lewini","Scalloped hammerhead","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Sinaloa",23.0502777777778,-106.0675,NA,"2002","control region",42,"1000",0.415,NA,0.007,NA,"mtdna101",430
