,spp,CommonName,Source,Country,Site,lat,lon,stockid,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,file
1662,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P09,-16.1371,145.5669,NA,,ATPase,43,800,0.2946,0.0132,8.00E-04,0.000107,mtdna101
1663,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P10,-16.7766,145.9205,NA,,ATPase,17,800,0.6912,0.0249,0.0018,0.000315,mtdna101
1664,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P11,-19.0822,146.7426,NA,,ATPase,36,800,0.5444,0.0156,0.0012,0.000167,mtdna101
1665,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P12,-20.8971,149.0813,NA,,ATPase,27,800,0.6382,0.019,0.0016,0.000231,mtdna101
1666,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P05,-16.2962,139.2712,NA,,control region,19,384,0.9143,0.0112,0.0097,0.00133,mtdna101
1667,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P06,-16.8227,140.7536,NA,,control region,21,384,0.8095,0.0175,0.0083,0.00111,mtdna101
1668,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P07,-15.323,141.3204,NA,,control region,45,384,0.7172,0.0112,0.0074,0.000671,mtdna101
1669,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P08,-10.8396,141.9656,NA,,control region,22,384,0.8009,0.0187,0.0061,0.000831,mtdna101
1670,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P05,-16.2962,139.2712,NA,,ATPase,19,800,0.6433,0.0243,0.0016,0.000275,mtdna101
1671,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P06,-16.8227,140.7536,NA,,ATPase,21,800,0.6667,0.0234,0.0018,0.000262,mtdna101
1672,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P07,-15.323,141.3204,NA,,ATPase,45,800,0.6606,0.0105,0.0015,0.000164,mtdna101
1673,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P08,-10.8396,141.9656,NA,,ATPase,22,800,0.4675,0.0262,0.0011,0.000192,mtdna101
1674,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P02,-12.164,130.6386,NA,,control region,57,384,0.8885,0.0047,NA,0.000834,mtdna101
1675,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P03,-13.9478,136.2193,NA,,control region,26,384,0.7508,0.0175,NA,0.00102,mtdna101
1676,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P04,-15.4743,136.9343,NA,,control region,21,384,0.9143,0.0106,0.012,0.00153,mtdna101
1677,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P02,-12.164,130.6386,NA,,ATPase,57,800,0.7343,0.0075,0.002,1.32E-05,mtdna101
1678,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P03,-13.9478,136.2193,NA,,ATPase,26,800,0.5015,0.0205,0.0015,0.000216,mtdna101
1679,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P04,-15.4743,136.9343,NA,,ATPase,21,800,0.6571,0.0144,0.0015,0.00024,mtdna101
1680,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P01,-19.7739,119.0553,NA,,control region,19,384,0.9474,0.0087,0.014,0.00184,mtdna101
1681,Scomberomorus semifasciatus,Broad-barred king mackerel,Broderick et al. 2011 Journal of Fish Biology 79:633-661,Australia,P01,-19.7739,119.0553,NA,,ATPase,19,800,0.7544,0.0128,0.002,0.000321,mtdna101
1682,Scomberomorus sierra,Pacific sierra,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,CH,14.553582,-92.739448,NA,,D-loop,47,648,1,0.000583,0.0214,0.0012,mtdna101
1683,Scomberomorus sierra,Pacific sierra,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,MICH,18.01491,-103.061221,NA,,D-loop,31,648,0.994,0.0018,0.00144,0.00086,mtdna101
1684,Scomberomorus sierra,Pacific sierra,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,OAX,15.987714,-95.04588,NA,,D-loop,50,648,0.998,0.000566,0.0183,0.00102,mtdna101
1685,Scomberomorus sierra,Pacific sierra,Lopez et al. 2010 BMC Genetics 11:34,Eastern Pacific Ocean,SIN,23.055571,-107.275269,NA,,D-loop,43,648,0.999,0.000762,0.0244,0.00148,mtdna101
1686,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Iwate,39.4,142.2,NA,,cytb,26,1141,0.948,0.006667949,0.0031,0.000353009,mtdna101
1687,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Kagoshima,31.6,131.6,NA,,cytb,28,1141,0.971,0.004535574,0.0031,0.000340168,mtdna101
1688,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Kochi,33.13,133.99,NA,,cytb,26,1141,0.899,0.007648529,0.0022,0.000274563,mtdna101
1689,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Nagasaki,32.9,129.3,NA,,cytb,30,1141,0.952,0.006024948,0.0033,0.000346891,mtdna101
1690,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Niigata,38.12,138.8,NA,,cytb,18,1141,0.974,0.006835366,0.003,0.000424264,mtdna101
1691,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Shizuoka,34.5,138.9,NA,,cytb,30,1141,0.986,0.002921187,0.0036,0.000365148,mtdna101
1692,Scombrops boops,Gnomefish,Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229,Japan,Tottori,35.9,133.7,NA,,cytb,28,1141,0.992,0.002267787,0.0034,0.000377964,mtdna101
1693,Scombrops gilberti,Gnomefish,Itoi et al. 2011 Fisheries Science 77: 975-981,Japan,Iwate Prefecture,39.595573,142.265935,NA,2008,cytb,59,1141,0.935,0.00221,0.0034,0.000247,mtdna101
1694,Scombrops gilberti,Gnomefish,Itoi et al. 2011 Fisheries Science 77: 975-981,Japan ,Izu Islands,34.585087,139.232151,NA,2008.5,cytb,37,1141,0.958,0.00312,0.0038,0.000345,mtdna101
1695,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36.74777778,2.667777778,NA,2010,control region,9,624,0.9444,NA,NA,NA,mtdna102
1696,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36.74777778,2.667777778,NA,2010,NADH2,9,749,0.8889,NA,NA,NA,mtdna102
1697,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36.74777778,2.667777778,NA,2010,cytochrome c oxidase subunit I,9,596,0.667,NA,NA,NA,mtdna102
1698,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Tipaza,36.88222222,3.384166667,NA,2010,control region,12,624,0.98485,NA,NA,NA,mtdna102
1699,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Tipaza,36.88222222,3.384166667,NA,2010,NADH2,12,749,0.87879,NA,NA,NA,mtdna102
1700,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Tipaza,36.88222222,3.384166667,NA,2010,cytochrome c oxidase subunit I,12,596,0.621,NA,NA,NA,mtdna102
1701,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34.36083333,33.14888889,NA,2009,cytochrome c oxidase subunit I,5,596,0.9,NA,NA,NA,mtdna102
1702,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34.36083333,33.14888889,NA,2009,control region,5,624,1,NA,NA,NA,mtdna102
1704,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,39.00861111,8.808888889,NA,2009,control region,14,624,0.91758,NA,NA,NA,mtdna102
1705,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,39.00861111,8.808888889,NA,2009,NADH2,14,749,0.4736,NA,NA,NA,mtdna102
1706,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,39.00861111,8.808888889,NA,2009,cytochrome c oxidase subunit I,14,596,0.495,NA,NA,NA,mtdna102
1707,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,45.31222222,12.67305556,NA,2008,control region,10,624,0.88,NA,NA,NA,mtdna102
1708,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,45.31222222,12.67305556,NA,2008,NADH2,10,749,0.2,NA,NA,NA,mtdna102
1709,Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,45.31222222,12.67305556,NA,2008,cytochrome c oxidase subunit I,10,596,0.778,NA,NA,NA,mtdna102
1710,Scyliorhinus canicula,Small-spotted catshark,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,cytochrome c oxidase subunit I,7,610,0.714,0.181,0.0017,0.0015,mtdna103
1711,Scyliorhinus canicula,Small-spotted catshark,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,ND2,7,990,0.714,0.159,0.0014,0.0011,mtdna103
1713,Scyliorhinus stellaris,Nursehound,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,ND2,7,990,0.667,0.159,0.0014,0.0011,mtdna103
1714,Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"East side of San Juan Island, near Friday Harbor Laboratories",48.534,-123.001653,NA,,control region,28,NA,NA,NA,0.012,0.000378,mtdna101
1715,Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"North of Shaw Island, Broken Point",48.596,-122.956162,NA,,control region,25,NA,NA,NA,0.01,4.00E-04,mtdna101
1716,Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"Off Boeing Creek, Seattle",47.753,-122.396214,NA,,control region,23,NA,NA,NA,0.012,0.000626,mtdna101
1717,Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"Point George, South of Shaw Island",48.55,-122.971097,NA,,control region,32,NA,NA,NA,0.008,0.00053,mtdna101
1718,Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"West side of San Juan Island, off Eagle Cove",48.459,-123.062936,NA,,control region,19,NA,NA,NA,0.012,0.000459,mtdna101
1719,Sebastes emphaeus,Puget Sound rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Friday Harbor,48.553,-123.0008333,NA,2003,"tRNAPro, D-loop",28,395,NA,NA,0.012,0.000378,mtdna101
1720,Sebastes emphaeus,Puget Sound rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Pt. George,48.559,-122.0858333,NA,2003,"tRNAPro, D-loop",32,395,NA,NA,0.008,0.00053,mtdna101
1721,Sebastes emphaeus,Puget Sound rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Seattle,47.699,-122.386667,NA,2003,"tRNAPro, D-loop",23,395,NA,NA,0.012,0.000417,mtdna101
1722,Sebastes emphaeus,Puget Sound rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Shaw Island,48.591,-122.1513889,NA,2003,"tRNAPro, D-loop",25,395,NA,NA,0.01,4.00E-04,mtdna101
1723,Sebastes emphaeus,Puget Sound rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Westside,48.485,-123.0013889,NA,2003,"tRNAPro, D-loop",19,395,NA,NA,0.012,0.000459,mtdna101
1724,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,Canada ,"N. Vancouver Is., BC",50.875,-129.25,NA,1999,cytb,95,812,0.64,0.004309109,0.0011,9.23E-05,mtdna101
1725,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,Canada ,"S. Vancouver Is., BC",49.12402,-126.67894,NA,1999,cytb,85,812,0.517,0.006182518,9.00E-04,7.59E-05,mtdna101
1726,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Astoria, OR",46.075,-124.51761,NA,1999,cytb,108,812,0.533,0.004811252,9.00E-04,7.70E-05,mtdna101
1727,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Cannon Beach, OR 1",45.90849,-124.46891,NA,1999,cytb,32,812,0.669,0.012727922,0.0012,0.000159099,mtdna101
1728,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Cannon Beach, OR 2",45.69968,-124.50905,NA,1999,cytb,42,812,0.664,0.006943651,0.0011,0.000123443,mtdna101
1729,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Craig, AK",54.76883,-133.78431,NA,1999,cytb,45,812,0.663,0.008944272,0.0013,0.000149071,mtdna101
1730,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Eureka, CA",40.40833,-124.555,NA,1999,cytb,5,812,0.7,0.097492564,0.001,0.000447214,mtdna101
1731,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Florence, OR",43.9759,-124.65957,NA,1999,cytb,74,812,0.628,0.004882401,0.0011,0.000104623,mtdna101
1732,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Fort Bragg, CA",39.48122,-123.85387,NA,1999,cytb,65,812,0.525,0.008682431,8.00E-04,8.68E-05,mtdna101
1733,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Neah Bay, WA ",48.50554,-125.79765,NA,1999,cytb,73,812,0.666,0.005383893,0.0012,0.000105337,mtdna101
1734,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Port Orford, OR",42.72806,-124.67289,NA,1999,cytb,98,812,0.52,0.005252793,9.00E-04,7.07E-05,mtdna101
1735,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Salisbury Sound, AK",57.35284,-135.90911,NA,1999,cytb,7,812,0.714,0.06841157,0.0013,0.000415761,mtdna101
1736,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"San Francisco, CA 1",38.075,-123.45167,NA,1999,cytb,96,812,0.388,0.006531973,6.00E-04,6.12E-05,mtdna101
1737,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"San Francisco, CA 2",37.87756,-123.04324,NA,1999,cytb,67,812,0.429,0.008674031,7.00E-04,7.33E-05,mtdna101
1738,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"San Luis Obispo, CA",35.15105,-120.82881,NA,1999,cytb,53,812,0.413,0.010714124,5.00E-04,6.87E-05,mtdna101
1739,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"San Miguel Is., CA ",34.09976,-120.54119,NA,1999,cytb,7,812,0.286,0.074081037,3.00E-04,0.000188982,mtdna101
1740,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Santa Barbara, CA",34.34948,-119.60536,NA,1999,cytb,10,812,0.378,0.057237226,5.00E-04,0.000158114,mtdna101
1741,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Santa Cruz, CA",36.81341,-122.12877,NA,1999,cytb,40,812,0.54,0.014546477,8.00E-04,0.00011068,mtdna101
1742,Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,California,38.384647,-123.751836,NA,1995,control region,25,597,0.88,0.0128,0.0099,0.00112,mtdna101
1743,Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,"Fairweather Island, Gulf of Alaska",58.078,-136,NA,1996,control region,23,597,0.87,0.0125,0.0117,0.00136,mtdna101
1744,Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,Oregon,46.227506,-124.230677,NA,1995,control region,24,597,0.957,0.0051,0.0114,0.00129,mtdna101
1745,Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,"Sitka, Gulf of Alaska",57.112,-135.0508333,NA,1996,control region,7,597,0.857,0.00053,0.003,0.00091,mtdna101
1746,Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,"Vancouver Island, British Columbia",49.639,-125.0833333,NA,1995,control region,9,597,0.917,0.0307,0.0097,0.00197,mtdna101
1747,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,Canada ,"Kyuquot Sound, Canada ",50.0024,-127.3542,NA,,cytb,11,782,0.855,NA,0.002,NA,mtdna101
1748,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,Mexico ,"Ensenada, Mexico ",31.8321,-116.642,NA,,cytb,38,782,0.598,NA,0.001,NA,mtdna101
1749,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,Mexico ,"San Quintin, Mexico ",30.5729,-116.0522,NA,,cytb,50,782,0.751,NA,0.002,NA,mtdna101
1750,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Bandon, Oregon",43.1175,-124.4349,NA,,cytb,32,782,0.869,NA,0.002,NA,mtdna101
1751,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Bodega Bay, California ",38.2304,-123.0144,NA,,cytb,12,782,0.785,NA,0.001,NA,mtdna101
1752,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Brookings, Oregon",42.05111,-124.3068,NA,,cytb,46,782,0.776,NA,0.002,NA,mtdna101
1753,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Cape Blanco, Oregon",42.8385,-124.5666,NA,,cytb,50,782,0.853,NA,0.002,NA,mtdna101
1754,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Depoe Bay, Oregon",44.8107,-124.0679,NA,,cytb,56,782,0.844,NA,0.002,NA,mtdna101
1755,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Half Moon Bay, California",37.4632,-122.46,NA,,cytb,45,782,0.832,NA,0.002,NA,mtdna101
1756,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Neah Bay, Washington ",48.424,-124.6904,NA,,cytb,17,782,0.757,NA,0.001,NA,mtdna101
1757,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Palos Verdes, California ",33.7338,-118.3893,NA,,cytb,46,782,0.452,NA,0.001,NA,mtdna101
1758,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Piedras Blancas, California",35.6712,-121.2893,NA,,cytb,39,782,0.635,NA,0.001,NA,mtdna101
1759,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"San Diego, California ",32.727,-117.2771,NA,,cytb,54,782,0.499,NA,0.001,NA,mtdna101
1760,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"San Miguel Island, California",34.0547,-120.35,NA,,cytb,30,782,0.489,NA,0.001,NA,mtdna101
1761,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Santa Barbara, California",34.3963,-119.6937,NA,,cytb,95,782,0.39,NA,0.001,NA,mtdna101
1762,Sebastes miniatus,Vermilion rockfish,Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581,United States,"Shelter Cove, Oregon",40.0305,-124.0828,NA,,cytb,63,782,0.879,NA,0.002,NA,mtdna101
1763,Sebastes oculatus,Patagonian redfish,Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573,Argentina,Gfnvo,-43.75,-62.8,NA,,D-loop (partial),7,541,1,0.030237158,0.064,NA,mtdna101
1764,Sebastes oculatus,Patagonian redfish,Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573,Chile,Antof,-23.63333333,-70.6,NA,,D-loop (partial),5,541,0.9,0.071554175,0.019,NA,mtdna101
1765,Sebastes oculatus,Patagonian redfish,Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573,Chile,Aysen,-45.56666667,-73.6,NA,,D-loop (partial),5,541,1,0.053665631,0.012,NA,mtdna101
1766,Sebastes oculatus,Patagonian redfish,Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573,Chile,Coqbo,-29.96666667,-71.5,NA,,D-loop (partial),9,541,1,0.016666667,0.012,NA,mtdna101
1767,Sebastes oculatus,Patagonian redfish,Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573,Chile,Iqque,-20.21666667,-70.2,NA,,D-loop (partial),5,541,1,0.053665631,0.013,NA,mtdna101
1768,Sebastes oculatus,Patagonian redfish,Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573,Peru,Huacho,-11,-77.9,NA,,D-loop (partial),6,541,0.93,0.048989795,0.024,NA,mtdna101
1769,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,DD,39.82374167,124.3068056,NA,2009,control region,18,452,0.9,0.00943,0.0055,0.00082,mtdna102
1770,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,DL,38.84533056,121.6460944,NA,2009,control region,22,452,0.93,0.00831,0.0065,0.00083,mtdna102
1771,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,JN,35.84694444,120.077475,NA,2009,control region,19,452,0.87,0.01629,0.0045,0.00067,mtdna102
1772,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,LYG,34.70640556,119.6044444,NA,2009,control region,22,452,0.88,0.0113,0.004,0.00058,mtdna102
1773,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,QD,36.04354722,120.3801528,NA,2009,control region,21,452,0.93,0.00786,0.0048,0.00068,mtdna102
1774,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,RZ,35.40857222,119.5878111,NA,2008,control region,20,452,0.92,0.00939,0.0058,8.00E-04,mtdna102
1775,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,WH,37.52633333,122.2049667,NA,2009,control region,24,452,0.88,0.11431,0.0073,0.00088,mtdna102
1776,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,YT,37.48315833,121.4926222,NA,2007,control region,18,452,0.93,0.00966,0.0064,0.00094,mtdna102
1777,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,AM,40.89356111,140.7706111,NA,2008,control region,22,452,0.94,0.00597,0.0055,0.00072,mtdna102
1778,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,AO,34.77135556,138.366025,NA,2009,control region,5,452,1,0.05814,0.0067,0.00219,mtdna102
1779,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,AR,34.722,138.5759944,NA,2009,control region,14,452,0.88,0.0155,0.004,0.00078,mtdna102
1780,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,HA,34.03504722,134.9997528,NA,2009,control region,12,452,0.83,0.02887,0.004,0.00084,mtdna102
1781,Sebastes schlegelii,Korean rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,South Korea,BS,35.13910556,129.1304111,NA,2010,control region,4,452,0.67,0.1,0.0089,0.00335,mtdna102
1782,Sebastiscus marmoratus,False kelpfish,Liu et al. 2019 ZooKeys 830:127-144,China,Beihai,21.539395,109.020758,NA,2015,control region,24,458,0.9638,NA,0.014,NA,mtdna102
1783,Sebastiscus marmoratus,False kelpfish,Liu et al. 2019 ZooKeys 830:127-144,China,Guangzhou,22.663588,113.724941,NA,2010,control region,18,458,0.9804,NA,0.0221,NA,mtdna102
