"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise"
"133","Boreogadus saida","Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Spitsbergen","18",60,-175,NA,"2002","cytb",19,260,0.3,0.13,0.0023,0.0022
"134","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","East China Sea","EC",28.69,124.5,NA,"2003","control region",35,388,0.928,0.005747049,0.08,0.000845154
"135","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","KC",33.1,134.2,NA,"2003","control region",35,388,0.966,0.003380617,0.01,0.000845154
"136","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","KT",35.97,135.12,NA,"2003","control region",35,388,0.916,0.005747049,0.01,0.001014185
"137","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","NG",37.6,138.5,NA,"2003","control region",35,388,0.832,0.010141851,0.006,0.000507093
"138","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","SN",36.11,132.7,NA,"2003","control region",35,388,0.961,0.003549648,0.01,0.001014185
"139","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","SO",34.5,138.8,NA,"2003","control region",35,388,0.983,0.001859339,0.01,0.001014185
"140","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","TS",34.4,129.6,NA,"2003","control region",35,388,0.879,0.008451543,0.006,0.000676123
"141","Branchiostegus japonicus","red tilefish","Nohara et. al 2010 Fish Science 76:75-81","Japan","YG",34.8,131.2,NA,"2003","control region",35,388,0.923,0.005239956,0.007,0.000676123
"142","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Cape Agulhas",-34.8,19.9,NA,"","control region",26,390,0.963,NA,0.01,NA
"143","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Cape Infanta",-34.6,20.3,NA,"","control region",26,390,0.969,NA,0.01,NA
"144","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Gansbaai",-34.5,19.3,NA,"","control region",25,390,0.967,NA,0.01,NA
"145","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Haga Haga",-33.3,27.4,NA,"","control region",21,390,0.971,NA,0.01,NA
"146","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Herold's Bay",-34.4,21.8,NA,"","control region",26,390,0.951,NA,0.009,NA
"147","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Jongensfontein",-34.4,20.8,NA,"","control region",26,390,0.96,NA,0.009,NA
"148","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Knysna Heads",-34.07,22.5,NA,"","control region",24,390,0.982,NA,0.011,NA
"149","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Port Alfred",-33.7,26.5,NA,"","control region",24,390,0.935,NA,0.009,NA
"150","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Rooiels",-34.4,18.8,NA,"","control region",22,390,0.965,NA,0.011,NA
"151","Caffrogobius caffer","","Neethling et. al 2008 BMC Evolutionary Biology 8:325","South Africa","Wooley's Pool",-34.1,18.6,NA,"","control region",22,390,0.948,NA,0.008,NA
"152","Carcharodon carcharias","Australian White Shark","Blower et al. 2012 Marine Ecology Progress Series 455: 229-244","Australia","New South Wales",32.0183333333333,147.000555555556,NA,"1997","control region",38,842,0.838,0.025,0.00289,0.00178
"153","Carcharodon carcharias","Australian White Shark","Blower et al. 2012 Marine Ecology Progress Series 455: 229-244","Australia","Queensland",23,143,NA,"1997","control region",13,842,0.885,0.058,0.0029,0.00189
"154","Carcharodon carcharias","Australian White Shark","Blower et al. 2012 Marine Ecology Progress Series 455: 229-244","Australia","South Australia",30,135,NA,"1997","control region",28,842,0.833,0.051,0.00285,0.00178
"155","Centrophorus harrissoni","Deep-sea gulper shark","Daley et al. 2012 Marine and Freshwater Research 63:708-714","Australia","North-eastern Tasmania",-40,149,NA,"2007","16S",23,486,NA,NA,0.071,0.04
"156","Centrophorus moluccensis","Deep-sea gulper shark","Daley et al. 2012 Marine and Freshwater Research 63:708-714","Australia","Western Australia",-32,115,NA,"2007","16S",5,503,NA,NA,0.001,0.001
"157","Centrophorus zeehaani","Deep-sea gulper shark","Daley et al. 2012 Marine and Freshwater Research 63:708-714","Australia","Victoria",-39.9166666666667,148.118055555556,NA,"2007","16S",18,505,NA,NA,0.004,0.002
"158","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","CT",41.1,-72.8,"BSBASSMATLC","","control region",13,342,0.641,0.041602515,0.002,0.0005547
"159","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","FL",27.7,-80.4,NA,"","control region",53,342,0.861,0.005494423,0.007,0.000686803
"160","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","GA",31.6,-80.7,NA,"","control region",40,342,0.887,0.006798897,0.008,0.000790569
"161","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","GoM",29.5,-84.7,NA,"","control region",57,342,0.999,0.000529813,0.015,0.001059626
"162","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","NC",34.3,-77.4,NA,"","control region",56,342,0.87,0.005077964,0.006,0.000534522
"163","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","NJ",39.5,-73.8,"BSBASSMATLC","","control region",28,342,0.442,0.021921939,0.003,0.000377964
"164","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","OI",35.8,-75.4,"BSBASSMATLC","","control region",8,342,0.25,0.06363961,0.001,0.000353553
"165","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","SC32",32.3,-79.7,NA,"","control region",39,342,0.815,0.009767817,0.006,0.000640513
"166","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","SC33",33.3,-78.7,NA,"","control region",40,342,0.846,0.008063808,0.005,0.000474342
"167","Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","VA",36.9,-75.5,"BSBASSMATLC","","control region",30,342,0.361,0.019900586,0.002,0.000365148
"168","Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","Atlantic Ocean","Mid-Atlantic Ridge",43,-27,NA,"","control region",20,NA,0.984,0.021,0.013,0.007
"169","Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","New Zealand","Chatham Rise",-45,167,NA,"","control region",5,NA,0.9,0.161,0.014,0.017
"170","Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","Portugal","Azores",37.0833333333333,-29,NA,"","control region",23,NA,0.885,0.048,0.018,0.009
"171","Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","Portugal","Madeira",33,-18,NA,"","control region",5,NA,0.9,0.161,0.003,0.002
"172","Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","South Pacific Ocean","Tasman Sea",-44,150,NA,"","control region",21,NA,0.624,0.121,0.002,0.001
"173","Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","United Kingdom","Rockall Trough",55.0833333333333,-16,NA,"","control region",15,NA,0.933,0.045,0.009,0.005
"174","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Christmas Island ",-10.4954,105.6947,NA,"","cytb",49,729,0.83,0.02,0.006,0.004
"175","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Cocos/Keeling ",-12.1363,96.7984,NA,"","cytb",40,729,0.87,0.02,0.006,0.004
"176","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Lizard Island ",-14.6643,145.4474,NA,"","cytb",12,729,0.67,0.14,0.001,0.001
"177","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Rowley Shoals ",-17.3701,119.1637,NA,"","cytb",40,729,0.81,0.04,0.005,0.003
"178","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Scott Reef ",-14.0268,121.9596,NA,"","cytb",42,729,0.73,0.05,0.004,0.002
"179","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Federated States of Micronesia ","Pohnpei ",6.9247,158.346,NA,"","cytb",15,729,0.74,0.09,0.004,0.002
"180","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","French Polynesia ","Marquesas ",-9.7945,-138.7697,NA,"","cytb",50,729,0.65,0.06,0.002,0.001
"181","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","French Polynesia ","Moorea ",-17.5197,-149.7481,NA,"","cytb",36,729,0.38,0.1,0.001,0.001
"182","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","New Zealand ","Somoa/Tokelau ",-9.1568,-171.7664,NA,"","cytb",27,729,0.64,0.07,0.001,0.001
"183","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Oman ","Oman ",20.4765,59.4271,NA,"","cytb",9,729,0.81,0.12,0.006,0.003
"184","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Indonesia ","Bali ",-7.9813,115.3964,NA,"","cytb",23,729,0.81,0.05,0.005,0.003
"185","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Indonesia ","Sumatra",6.035,94.6193,NA,"","cytb",4,729,0.83,0.22,0.007,0.005
"186","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Kiribati ","Kiritimati ",1.8735,-157.2652,NA,"","cytb",32,729,0.74,0.005,0.003,0.002
"187","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Palau ","Palau ",7.4294,134.6824,NA,"","cytb",22,729,0.77,0.07,0.004,0.002
"188","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Seychelles ","Seychelles ",-4.5421,55.4296,NA,"","cytb",13,729,0.96,0.04,0.003,0.002
"189","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of the Marshall Islands ","Kwajalein ",9.2597,167.6182,NA,"","cytb",22,729,0.86,0.05,0.005,0.003
"190","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of the Philippines ","Phillipines ",12.3222,118.2987,NA,"","cytb",6,729,0.87,0.13,0.009,0.006
"191","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United Kingdom (British Indian Ocean Territory)  ","Diego Garcia ",-7.3262,72.5026,NA,"","cytb",33,729,0.87,0.03,0.003,0.002
"192","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United States","Baker/Howland ",0.479,-176.5281,NA,"","cytb",27,729,0.68,0.06,0.002,0.001
"193","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United States","Palmyra ",5.9023,-162.0788,NA,"","cytb",29,729,0.65,0.07,0.002,0.002
"194","Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United States","Saipan ",15.1608,145.8097,NA,"","cytb",19,729,0.77,0.07,0.003,0.002
"195","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","French Frigate Shoals ",23.7384,-166.1398,NA,"","cytb",4,615,0.5,0.27,0.001,0.001
"196","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Hawai'i Island ",19.5803,-156.0226,NA,"","cytb",51,615,0.52,0.07,0.001,0.001
"197","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Kaua'i ",21.8872,-159.681,NA,"","cytb",53,615,0.59,0.05,0.001,0.001
"198","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Maui",20.5068,-156.45,NA,"","cytb",53,615,0.55,0.04,0.001,0.001
"199","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Necker ",23.5766,-164.6977,NA,"","cytb",9,615,0.56,0.17,0.001,0.001
"200","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Nihoa",23.0563,-161.9168,NA,"","cytb",13,615,0.56,0.11,0.001,0.001
"201","Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","O'ahu",21.4925,-158.3121,NA,"","cytb",53,615,0.61,0.05,0.001,0.001
"202","Cetengraulis edentulus","Atlantic anchoveta ","Grant et al. 2010 Journal of Biogeography 37:1352-1362","Trinidad and Tobago ","Western Atlantic ",10.8283,-61.4356,NA,"","cytb",25,521,0.853,NA,NA,NA
"203","Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Christmas Island",-9.93111111111111,105.100833333333,NA,"2008","cytb",31,731,0.81,0.07,0.0023,0.0015
"204","Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Cocos-Keeling Islands",-11.9830555555556,96.15,NA,"2008","cytb",24,731,0.9,0.05,0.0029,0.0018
"205","Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Diego Garcia",-6.94972222222222,72.0669444444444,NA,"2008","cytb",36,731,0.6,0.01,0.0016,0.0012
"206","Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Kiribati",1.06833333333333,173.000833333333,NA,"2008","cytb",30,731,0.9,0.03,0.003,0.0019
"207","Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Palau",7.05138888888889,134.068333333333,NA,"2008","cytb",7,731,0.29,0.2,0.0012,0.0011
"208","Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Seychelles",-3.89972222222222,55.0680555555556,NA,"2008","cytb",6,731,0.93,0.12,0.0022,0.0017
"209","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","French Polynesia","Moorea",-16.9158333333333,149.134166666667,NA,"2008","cytb",33,731,0.89,0.04,0.0036,0.0022
"210","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Christmas Island",-9.93111111111111,105.100833333333,NA,"2008","cytb",32,731,0.9,0.03,0.005,0.0029
"211","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Cocos-Keeling Islands",-11.9830555555556,96.15,NA,"2008","cytb",32,731,0.83,0.05,0.0045,0.0027
"212","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Kiribati",1.06833333333333,173.000833333333,NA,"2008","cytb",50,731,0.75,0.06,0.0033,0.002
"213","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Marquesas","Nuku Hiva",-7.865,-139.9825,NA,"2008","cytb",37,731,0.82,0.05,0.0033,0.002
"214","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Pacific Ocean","Palmyra Atoll",5.13555555555556,-161.997777777778,NA,"2008","cytb",14,731,0.89,0.06,0.0043,0.0026
"215","Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Western Pacific Ocean","Republic of Palau",7.05138888888889,134.068333333333,NA,"2008","cytb",37,731,0.86,0.05,0.0041,0.0025
"216","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Ascension","Ascension",-8,-14,NA,"","cytb",19,802,0.98,0.02,0.007,0.004
"217","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Brazil","Cabo Frio",-23,-42,NA,"","cytb",14,802,0.99,0.02,0.007,0.004
"218","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Brazil","Paraiba",-7.05,-34.4,NA,"","cytb",11,802,1,0.06,0.007,0.004
"219","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Brazil","St. Paul's Rocks",1,-29,NA,"","cytb",17,802,0.92,0.04,0.006,0.003
"220","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","British Overseas Territory","St. Helena",-16,-5,NA,"","cytb",20,802,0.99,0.02,0.007,0.004
"221","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Cape Verde","Cape Verde",16,-22,NA,"","cytb",24,802,0.92,0.03,0.003,0.002
"222","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Grenada","Grenada",12,-61,NA,"","cytb",16,802,0.97,0.03,0.009,0.005
"223","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Panama","Panama",10,-80,NA,"","cytb",19,802,1,0.02,0.008,0.005
"224","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","Sao Tome and Principe ","Sao Tome",0.56,6.5,NA,"","cytb",18,802,0.81,0.09,0.002,0.001
"225","Chromis multilineata","Brown chromis ","Rocha et. al 2008 BMC Evolutionary Biology 8:157","U.S. Virgin Islands","St. Croix (USVI)",17,-64,NA,"","cytb",25,802,0.99,0.01,0.008,0.004
"226","Chrysiptera talboti","Talbot's demoiselle","Drew et. al 2008 Conservation Biology 22(4):965-975","Fiji","Central Fiji",-17.3,178.9,NA,"","control region",37,384,NA,NA,0.007,0.000328798
"227","Chrysiptera talboti","Talbot's demoiselle","Drew et. al 2008 Conservation Biology 22(4):965-975","Indonesia","Teluk Cenderawasih",-1.05,134.7,NA,"","control region",8,384,NA,NA,0.02,0.002474874
"228","Chrysiptera talboti","Talbot's demoiselle","Drew et. al 2008 Conservation Biology 22(4):965-975","Papau New Guinea","Milne Bay",-9.02,149.15,NA,"","control region",26,384,NA,NA,0.01,0.000784465
"229","Chrysiptera talboti","Talbot's demoiselle","Drew et. al 2008 Conservation Biology 22(4):965-975","Solomon Islands","Boneagi",-9.5,160.8,NA,"","control region",11,384,NA,NA,0.002,0.001206045
"230","Chrysoblephus laticeps","Roman seabream","Teske et. al 2010 Marine Biology 157:2029-2042","South Africa","Alphard Banks",-34.9666666666667,20.8666666666667,NA,"","control region ",9,549,1,0.016666667,0.006,0.001333333
