spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise
Rhizoprionodon acutus,Milk Shark,Ovenden et. al 2011 Marine Biology 158:1497-1509,Indonesia,Kedonganan,-9.03,,,115.1,,,,ND4 region,17,873,0.8897,0.009652918,0.002089,0.000342945
Rhizoprionodon acutus,Milk Shark,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Far North,-13.84,,,144.92,,,,ND4 region,56,873,0.8331,0.00558576,0.00386,0.000297595
Rhizoprionodon acutus,Milk Shark,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Townsville,-18.78,,,146.6,,,,ND4 region,64,873,0.7847,0.00595,0.003536,0.000258125
Rhizoprionodon acutus,Milk Shark,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Mackay,-20.79,,,149.04,,,,ND4 region,10,873,0.7778,0.043449695,0.003895,0.00077792
Rhizoprionodon acutus,Milk Shark,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Fraser Burnett,-25.58,,,153.28,,,,ND4 region,60,873,0.8277,0.005344717,0.003455,0.000261039
Sphyrna lewini,Scalloped hammerhead,Ovenden et. al 2011 Marine Biology 158:1497-1509,Indonesia,Kedonganan,-9.03,,,115.1,,,,ND4 region,33,873,0.4886,0.016032552,0.00712,0.000671766
Sphyrna lewini,Scalloped hammerhead,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Far North,-13.84,,,144.92,,,,ND4 region,47,873,0.4098,0.012909052,0.001064,0.000120922
Sphyrna lewini,Scalloped hammerhead,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Townsville,-18.78,,,146.6,,,,ND4 region,49,873,0.2313,0.0114,0.000372,6.06E-05
Sphyrna lewini,Scalloped hammerhead,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Mackay,-20.79,,,149.04,,,,ND4 region,20,873,0.1947,0.025602978,0.000458,0.000110685
Sphyrna lewini,Scalloped hammerhead,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Brisbane,-27.59,,,153.6,,,,ND4 region,42,873,0.4111,0.014010744,0.001249,0.000143502
Sphyrna lewini,Scalloped hammerhead,Ovenden et. al 2011 Marine Biology 158:1497-1509,Australia,Northern New South Wales,-30.02,,,153.36,,,,ND4 region,43,873,0.3012,0.01389262,0.000581,8.51E-05
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,1,71.48,,,-56.58,,,2004,cytochrome b,32,260,0.44,0.11,0.0031,0.0026
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,2,67.22,,,-57.07,,,2004,cytochrome b,41,260,0.34,0.09,0.0023,0.0026
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,3,65.04,,,-34.31,,,2005,cytochrome b,22,260,0.4,0.12,0.0037,0.0029
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,4,66.75,,,-24.5,,,2002,cytochrome b,20,260,0.57,0.12,0.0051,0.0037
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,5,67.25,,,-19.5,,,2002,cytochrome b,20,260,0.35,0.12,0.0034,0.0027
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,6,66,,,-12,,,2002,cytochrome b,17,260,0.41,0.14,0.0032,0.0027
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,7,64.5,,,-12,,,2002,cytochrome b,40,260,0.54,0.08,0.0047,0.0034
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,8,74.04,,,-22,,,2003,cytochrome b,16,260,0.69,0.12,0.0041,0.0032
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,9,74.27,,,-21.11,,,2003,cytochrome b,15,260,0.36,0.14,0.0032,0.0027
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,10,74.9,,,-21.01,,,2003,cytochrome b,17,260,0.32,0.14,0.0013,0.0015
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,11,75.58,,,-21.44,,,2003,cytochrome b,20,260,0.45,0.14,0.0027,0.0023
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,12,76.43,,,-19.19,,,2003,cytochrome b,17,260,0.67,0.09,0.0054,0.0039
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,14,73.04,,,-16.31,,,2003,cytochrome b,19,260,0.45,0.13,0.0041,0.0032
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,15,75.24,,,-11.45,,,2003,cytochrome b,17,260,0.23,0.13,0.0018,0.0018
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,16,76.59,,,-6.25,,,2002,cytochrome b,39,260,0.39,0.09,0.0041,0.0031
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,17,79.01,,,10.43,,,2002,cytochrome b,41,260,0.23,0.08,0.002,0.0019
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Spitsbergen,18,60,,,-175,,,2002,cytochrome b,19,260,0.3,0.13,0.0023,0.0022
Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Bering strait,19,70,,,-175,,,2002,cytochrome b,5,260,0.7,0.22,0.0031,0.0031
Hippocampus kuda,Spotted seahorse,Panithanarak et. al 2010 Zoological Studies 49(4):564-576,Thailand,Bangsaen,13.27,,,100.84,,,,control region,37,353,0.57,0.013151919,0.0019,6.58E-05
Hippocampus kuda,Spotted seahorse,Panithanarak et. al 2010 Zoological Studies 49(4):564-576,Thailand,Samed I.,12.54,,,101.37,,,,control region,28,353,0.47,0.018898224,0.0019,7.56E-05
Hippocampus kuda,Spotted seahorse,Panithanarak et. al 2010 Zoological Studies 49(4):564-576,Thailand,Chang Is.,11.92,,,102.25,,,,control region,10,353,0.6,0.04110961,0.0019,0.000126491
Hippocampus kuda,Spotted seahorse,Panithanarak et. al 2010 Zoological Studies 49(4):564-576,Thailand,Cha-um,12.9,,,100.09,,,,control region,20,353,0.56,0.026832816,0.0024,0.000156525
Hippocampus kuda,Spotted seahorse,Panithanarak et. al 2010 Zoological Studies 49(4):564-576,Thailand,Aow Po,8.05,,,98.2,,,,control region,6,353,0.33,0.089814624,0.0009,0.000244949
Pampus argenteus,Silver pomfret,Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632,China,Bohai Sea,37.56,,,119.4,,,,control region,13,357,0.79,0.024961509,0.004,0.00027735
Pampus argenteus,Silver pomfret,Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632,China,East China Sea,29.8,,,123.11,,,,control region,22,357,0.89,0.008528029,0.007,0.000213201
Pampus argenteus,Silver pomfret,Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632,China,South China Sea,21.89,,,115.96,,,,control region,10,357,0.89,0.025298221,0.007,0.000632456
Micropogonias furnieri,Whitemouth croaker,Pereira et. al 2009 Journal of Fish Biology 75:321-331,Argentina,Bahia Blanca,-39.05,,,-61.8,,,,control region,27,750,0.558,,0.0024,
Micropogonias furnieri,Whitemouth croaker,Pereira et. al 2009 Journal of Fish Biology 75:321-331,Urugauy,Rio de la Plata,-34.7,,,-57.08,,,,control region,26,750,0.455,,0.0036,
Micropogonias furnieri,Whitemouth croaker,Pereira et. al 2009 Journal of Fish Biology 75:321-331,Brazil,Atlantic Ocean,-33.6,,,-53.06,,,,control region,27,750,0.986,,0.0078,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Currimao,17.67,,,120.3,,,,cytochrome b,25,350,0.92,,0.014,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Boliao,16.36,,,119.87,,,,cytochrome b,25,350,0.837,,0.005,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Morong,14.79,,,119.97,,,,cytochrome b,24,350,0.949,,0.014,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Coron,11.61,,,120.04,,,,cytochrome b,26,350,0.908,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Puerto Princesa,9.93,,,118.87,,,,cytochrome b,25,350,0.967,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Padre Burgos,13.85,,,121.6,,,,cytochrome b,25,350,0.943,,0.006,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Bantayan Island,11.22,,,123.7,,,,cytochrome b,30,350,0.949,,0.005,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Panglao Island,9.56,,,123.8,,,,cytochrome b,20,350,0.863,,0.005,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Dipolog,8.7,,,123.5,,,,cytochrome b,24,350,0.837,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,"Sta. Ana, Cagayan",18.79,,,122.3,,,,cytochrome b,19,350,0.942,,0.008,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Patnanungan Island,14.71,,,122.13,,,,cytochrome b,25,350,0.91,,0.012,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Camarines Norte,14.05,,,123.44,,,,cytochrome b,19,350,0.947,,0.014,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Catanduanes,13.59,,,124.4,,,,cytochrome b,25,350,0.937,,0.005,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Samar,11.06,,,125.79,,,,cytochrome b,23,350,0.921,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Surigao,9.42,,,126.15,,,,cytochrome b,25,350,0.713,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Mati,6.85,,,126.35,,,,cytochrome b,22,350,0.814,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Davao,7.21,,,125.75,,,,cytochrome b,20,350,0.742,,0.004,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,Phillippines,Siay,7.64,,,122.57,,,,cytochrome b,19,350,0.462,,0.002,
Siganus fuscescens,Mottled spinefoot,Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534,China,Hong Kong,22.39,,,114.41,,,,cytochrome b,27,350,0.812,,0.007,
Takifugu rubripes,Japanese pufferfish,Reza et. al 2011 Fish Science 77:59-67,Japan,TrG,34.13,,,129.5,,,2003,control region,50,561,0.9641,0.001414214,0.0133,0.001131371
Takifugu rubripes,Japanese pufferfish,Reza et. al 2011 Fish Science 77:59-67,Japan,TrS,33.85,,,131.15,,,2008,control region,50,561,0.9984,0.000565685,0.0291,0.00271529
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,ETas,-43,,,148,,,,control region,37,208,0.857,,0.018,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,EVic,-37,,,150,,,,control region,45,208,0.921,,0.02,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,New Zealand,ECDW,-33,,,163,,,,control region,39,208,0.877,,0.019,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,NSW,-35,,,152,,,,control region,27,208,0.821,,0.015,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,New Zealand,NZ,-38,,,172,,,,control region,40,208,0.885,,0.017,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,SA,-37,,,138,,,,control region,41,208,0.911,,0.02,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,STas,-44,,,146,,,,control region,38,208,0.903,,0.017,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,WTas,-42,,,144,,,,control region,44,208,0.85,,0.014,
Hyperoglyphe antarctica,Bluenose warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,WVic,-39,,,142,,,,control region,9,208,0.917,,0.025,
Seriolella brama,Common warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,ETas,-43,,,148,,,,control region,53,389,0.967,,0.021,
Seriolella brama,Common warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,EVic,-37,,,150,,,,control region,38,389,0.929,,0.018,
Seriolella brama,Common warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,WVic,-39,,,142,,,,control region,47,389,0.953,,0.017,
Seriolella punctata,Silver warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,EVic,-37,,,150,,,,control region,20,403,0.995,,0.024,
Seriolella punctata,Silver warehou,Robinson et. al 2008 Marine and Freshwater Research 59:502-514,Australia,WVic,-39,,,142,,,,control region,43,403,0.937,,0.024,
Halichoeres cyanocephalus,Yellowcheek wrasse,Rocha 2004,Belize,Belize,17.225,,,-88,7,,1997-2002,Cytochrome b,12,701,0.68,,0.002,
Halichoeres cyanocephalus,Yellowcheek wrasse,Rocha 2004,Brazil,NE Brazil,-6.621,,,-38,5,1,1997-2002,Cytochrome b,5,701,0.9,,0.004,
Halichoeres garnoti,Yellowhead wrasse,Rocha 2004,Bahamas,Bahamas,25.76,,,-77,3,3,1997-2002,Cytochrome b,21,701,0.97,,0.008,
Halichoeres garnoti,Yellowhead wrasse,Rocha 2004,Belize,Belize,17.225,,,-88,7,,1997-2002,Cytochrome b,21,701,0.95,,0.009,
Halichoeres garnoti,Yellowhead wrasse,Rocha 2004,Bermuda,Bermuda,32.361,,,-64,7,8,1997-2002,Cytochrome b,27,701,0.97,,0.008,
Halichoeres garnoti,Yellowhead wrasse,Rocha 2004,St. Croix,St.Croix,18.396,,,-64,7,3,1997-2002,Cytochrome b,23,701,0.98,,0.009,
Halichoeres garnoti,Yellowhead wrasse,Rocha 2004,Venezuela,Venezuela,13.24,,,-66,9,6,1997-2002,Cytochrome b,22,701,0.97,,0.009,
Halichoeres maculipinna,Clown wrasse,Rocha 2004,Bahamas,Bahamas,25.76,,,-77,3,3,1997-2002,Cytochrome b,19,701,0.9,,0.003,
Halichoeres maculipinna,Clown wrasse,Rocha 2004,Belize,Belize,17.225,,,-88,7,,1997-2002,Cytochrome b,19,701,0.87,,0.002,
Halichoeres maculipinna,Clown wrasse,Rocha 2004,Brazil,NE Brazil,-6.621,,,-38,5,1,1997-2002,Cytochrome b,5,701,0.9,,0.002,
Halichoeres maculipinna,Clown wrasse,Rocha 2004,St. Croix,St. Croix,18.396,,,-64,7,3,1997-2002,Cytochrome b,18,701,0.8,,0.002,
Halichoeres maculipinna,Clown wrasse,Rocha 2004,,Trindade,-21.698,,,-61,5,1,1997-2002,Cytochrome b,5,701,0.7,,0.001,
Halichoeres maculipinna,Clown wrasse,Rocha 2004,Venezuela,Venezuela,13.24,,,-66,9,6,1997-2002,Cytochrome b,17,701,0.88,,0.003,
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Grenada,Grenada,12,,,-61,,,,cytochrome b,16,802,0.97,0.03,0.009,0.005
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,U.S. Virgin Islands,St. Croix (USVI),17,,,-64,,,,cytochrome b,25,802,0.99,0.01,0.008,0.004
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Panama,Panama,10,,,-80,,,,cytochrome b,19,802,1,0.02,0.008,0.005
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Ascension,Ascension,-8,,,-14,,,,cytochrome b,19,802,0.98,0.02,0.007,0.004
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,British Overseas Territory,St. Helena,-16,,,-5,,,,cytochrome b,20,802,0.99,0.02,0.007,0.004
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Brazil,St. Paul's Rocks,1,,,-29,,,,cytochrome b,17,802,0.92,0.04,0.006,0.003
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Brazil,Paraiba,-7.05,,,-34.4,,,,cytochrome b,11,802,1,0.06,0.007,0.004
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Brazil,Cabo Frio,-23,,,-42,,,,cytochrome b,14,802,0.99,0.02,0.007,0.004
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Cape Verde,Cape Verde,16,,,-22,,,,cytochrome b,24,802,0.92,0.03,0.003,0.002
Chromis multilineata ,Brown chromis ,Rocha et. al 2008 BMC Evolutionary Biology 8:157,Sao Tome and Principe ,Sao Tome,0.56,,,6.5,,,,cytochrome b,18,802,0.81,0.09,0.002,0.001
Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,California,37.788,,,-120,,,1995,control region,25,597,0.88,,0.0099,
Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,Oregon,46.256,,,-120,5,,1995,control region,24,597,0.957,,0.0114,
Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,"Vancouver Island, British Columbia",49.639,,,-125,5,,1995,control region,9,597,0.917,,0.0097,
Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,"Sitka, Gulf of Alaska",57.112,,,-135,3,3,1996,control region,7,597,0.857,,0.003,
Sebastes helvomaculatus,Rosethorn rockfish,Rocha-Olivares Vetter 1999,USA,"Fairweather Island, Gulf of Alaska",58.078,,,-136,,,1996,control region,23,597,0.87,,0.0117,
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,FL,27.7,,,-80.4,,,,control region,53,342,0.861,0.005494423,0.007,0.000686803
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,GA,31.6,,,-80.7,,,,control region,40,342,0.887,0.006798897,0.008,0.000790569
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,SC32,32.3,,,-79.7,,,,control region,39,342,0.815,0.009767817,0.006,0.000640513
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,SC33,33.3,,,-78.7,,,,control region,40,342,0.846,0.008063808,0.005,0.000474342
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,NC,34.3,,,-77.4,,,,control region,56,342,0.87,0.005077964,0.006,0.000534522
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,OI,35.8,,,-75.4,,,,control region,8,342,0.25,0.06363961,0.001,0.000353553
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,VA,36.9,,,-75.5,,,,control region,30,342,0.361,0.019900586,0.002,0.000365148
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,NJ,39.5,,,-73.8,,,,control region,28,342,0.442,0.021921939,0.003,0.000377964
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,CT,41.1,,,-72.8,,,,control region,13,342,0.641,0.041602515,0.002,0.0005547
Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,GoM,29.5,,,-84.7,,,,control region,57,342,0.999,0.000529813,0.015,0.001059626
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,USA,San Diego,34.18,,,-119.93,,,,control region,18,428,0.471,,0.0011,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Mexico,Gulf of California,27.7,,,-111.89,,,,control region,10,428,0.756,,0.0062,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Mexico,Mazatlan,23.1,,,-106.6,,,,control region,6,428,0.8,,0.0047,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Mexico,Salina Cruz,15.73,,,-95.27,,,,control region,5,428,0.4,,0.002,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Guatemala,BuenaVista and Puerto San Jose,13.82,,,-91.63,,,,control region,30,428,0.897,,0.0058,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Ecuador,Manta and Salango,-1.04,,,-81.09,,,,control region,17,428,0.684,,0.002,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Ecuador,Guayaquil,-2.51,,,-80.7,,,,control region,6,428,0.8,,0.0057,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Peru,Chiclayo and Sechura,-6.43,,,-80.9,,,,control region,7,428,0.667,,0.0018,
Hippocampus ingens,Pacific seahorse,Saarman et. al 2010 Conservation Genetics 11:1989-2000,Peru,Pisco,-14.23,,,-76.4,,,,control region,4,428,0.833,,0.0035,
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Joetsu,37.2,,,138.4,,,,control region,20,450,0.805,0.020124612,0.0083,0.001095673
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Sakai,35.5,,,133.1,,,,control region,29,450,0.902,0.008913376,0.009,0.000947046
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Kashima,36.1,,,140.6,,,,control region,35,450,0.955,0.00405674,0.0093,0.00087896
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Kawasaki,35.6,,,139.9,,,,control region,28,450,0.968,0.004535574,0.0102,0.001096097
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Hachijojima Island,33,,,140,,,,control region,12,450,0.893,0.022516661,0.0069,0.001270171
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Shimoda,34.5,,,138.8,,,,control region,25,450,0.933,0.0072,0.0082,0.00096
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Muroto,33.2,,,134.1,,,,control region,26,450,0.935,0.007452413,0.0086,0.000960969
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Izumi,31.3,,,130.6,,,,control region,44,450,0.912,0.00452267,0.0089,0.000753778
Girella punctata,,Saito et. al 2008 Journal of Fish Biology 73:1937-1945,Japan,Goto Islands,32.6,,,128.7,,,,control region,30,450,0.94,0.005842374,0.0091,0.000949386
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,Spain,ATL 07,36,33,27.7,-6,16,0.7,2007,control region,22,263,0.602,,0.0696,
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,Spain,ALB 07,36,40,48,-4,23,24,2007,control region,39,263,0.916,,0.0182,
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,Spain,BA 06,42,2,10.18,3,12,22.03,2006,control region,20,263,0.889,,0.0161,
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,Italy,TYR 07,41,24,0,12.84,,,2007,control region,20,263,0.968,,0.0323,
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,Italy,ADR 07,43,25,48,16,35,24,2007,control region,20,263,0.895,,0.0358,
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,Greece,AEG 08,35,30,38,25,7,11.99,2008,control region,18,263,0.98,,0.0335,
Lithognathus mormyrus,Sand steenbras,Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826,South Africa,IND 08,-29,51,36,31,2,36,2008,control region,24,263,0.967,,0.0511,
Scomberomorus cavalla ,King mackerel,Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924,Brazil,Macapa,0.02,,,-51,,,,D-loop,17,380,0.794,0.189905394,0.005,0.000970143
Scomberomorus cavalla ,King mackerel,Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924,Brazil,Braganca,-0.71,,,-46.53,,,,D-loop,23,380,0.545,0.021685499,0.003,0.000417029
Scomberomorus cavalla ,King mackerel,Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924,Brazil,Fortaleza,-3.6,,,-38.4,,,,D-loop,24,380,0.735,0.017758801,0.005,0.000612372
Macrodon ancylodon,King weakfish,Santos et al. 2006,Venezuela,Venezuela,12.254082,,,-70.696404,,,,cytochrome b,10,789,0.644,,0.0012,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Amapa,2.285,,,-49.963305,,,,cytochrome b,10,789,0.644,,0.002,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Para,-0.352,,,-70.696404,,,,cytochrome b,11,789,0.618,,0.002,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Maranhao,-2.175,,,-42.480425,,,,cytochrome b,15,789,0.676,,0.0017,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Pernambuco,-8.277,,,-34.367456,,,,cytochrome b,10,789,0.844,,0.003,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Bahia,-12.64,,,-37.23107,,,,cytochrome b,6,789,0.8,,0.0021,
